Inter ID,InChI,Smile
Inter_0000000075,"InChI=1S/C23H40O20/c24-1-6-9(26)12(29)15(32)21(40-6)38-3-7-10(27)13(30)16(33)22(41-7)39-4-8-11(28)14(31)17(34)23(42-8)43-19-5(25)2-37-20(36)18(19)35/h5-36H,1-4H2",OCC1OC(OCC2OC(OCC3OC(OC4C(O)COC(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
Inter_0000000076,"InChI=1S/C10H13N4O6P/c15-7-1-9(20-8(7)3-19-21(16,17)18)14-5-13-6-2-11-4-12-10(6)14/h2,4-5,7-9,15H,1,3H2,(H2,16,17,18)",O=P(O)(O)OCC1OC(n2cnc3cncnc32)CC1O
Inter_0000000077,"InChI=1S/C5H13N2O6P/c6-1-2-12-14(10,11)13-3-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)(H,10,11)",
Inter_0000000078,"InChI=1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3",CC(=O)Oc1ccccc1
Inter_0000000079,"InChI=1S/C9H18NO8P/c1-9(2,5-18-19(15,16)17)7(13)8(14)10-4-3-6(11)12/h7,13H,3-5H2,1-2H3,(H,10,14)(H,11,12)(H2,15,16,17)/t7-/m0/s1",CC(C)(COP(=O)(O)O)[C@@H](O)C(O)=NCCC(=O)O
Inter_0000000080,"InChI=1S/C7H14O2S/c8-7(9)5-3-1-2-4-6-10/h10H,1-6H2,(H,8,9)",O=C(O)CCCCCCS
Inter_0000000081,"InChI=1S/C10H12ClN5O3/c11-1-4-6(17)7(18)10(19-4)16-3-15-5-8(12)13-2-14-9(5)16/h2-4,6-7,10,17-18H,1H2,(H2,12,13,14)",Nc1ncnc2c1ncn2C1OC(CCl)C(O)C1O
Inter_0000000082,"InChI=1S/C22H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)23-20-18-19-26-22(20)25/h4-5,7-8,16-17,20H,2-3,6,9-15,18-19H2,1H3,(H,23,24)/b5-4?,8-7?,17-16+/t20-/m0/s1",CCCC=CCC=CCCCCCCC/C=C/C(O)=N[C@H]1CCOC1=O
Inter_0000000083,"InChI=1S/C22H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)23-20-18-19-26-22(20)25/h5-8,16-17,20H,2-4,9-15,18-19H2,1H3,(H,23,24)/b6-5?,8-7?,17-16+/t20-/m0/s1",CCCCC=CC=CCCCCCCC/C=C/C(O)=N[C@H]1CCOC1=O
Inter_0000000084,"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)",N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1
Inter_0000000085,"InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)",N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1
Inter_0000000086,"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)",N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
Inter_0000000087,"InChI=1S/C6H10N3O4P/c1-4-8-2-5(6(7)9-4)3-13-14(10,11)12/h2H,3H2,1H3,(H2,7,8,9)(H2,10,11,12)",Cc1ncc(COP(=O)(O)O)c(=N)[nH]1
Inter_0000000088,"InChI=1S/C10H16N2O11P2/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(22-8)4-21-25(19,20)23-24(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,11,14,15)(H2,16,17,18)",Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O
Inter_0000000089,"InChI=1S/C10H17N2O14P3/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(24-8)4-23-28(19,20)26-29(21,22)25-27(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,21,22)(H,11,14,15)(H2,16,17,18)",Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O
Inter_0000000090,"InChI=1S/C20H42O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h15,17-19H,6-14,16H2,1-5H3,(H,24,25)(H2,21,22,23)",CC(=CCOP(=O)(O)OP(=O)(O)O)CCCC(C)CCCC(C)CCCC(C)C
Inter_0000000091,"InChI=1S/C10H16N2O12P2/c1-4-2-12(10(16)11-8(4)15)9-7(14)6(13)5(23-9)3-22-26(20,21)24-25(17,18)19/h2,5-7,9,13-14H,3H2,1H3,(H,20,21)(H,11,15,16)(H2,17,18,19)",Cc1cn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)nc1O
Inter_0000000092,"InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2",O=C(Cc1c[nH]c2ccccc12)OC1OC(CO)C(O)C(O)C1O
Inter_0000000093,"InChI=1S/C11H17N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-3,7-9,11,14-15H,4-5H2,(H2,12,16)(H2,17,18,19)",NC(=O)C1=CC=CN(C2OC(COP(=O)(O)O)C(O)C2O)C1
Inter_0000000094,"InChI=1S/C30H47N5O10P2/c1-18(10-13-30(5)19(2)8-9-20-21(30)7-6-12-29(20,3)4)11-14-34-16-33-27-23(26(34)31)32-17-35(27)28-25(37)24(36)22(44-28)15-43-47(41,42)45-46(38,39)40/h9,11,16-17,19,21-22,24-25,28,31,36-37H,6-8,10,12-15H2,1-5H3,(H,41,42)(H2,38,39,40)",CC(=CCn1cnc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c1=N)CCC1(C)C(C)CC=C2C1CCCC2(C)C
Inter_0000000095,"InChI=1S/C27H42N4O16/c1-9(23(39)31-13(25(41)42)5-6-16(35)36)28-24(40)10(2)44-22-18(30-12(4)34)26-43-8-15(46-26)21(22)47-27-17(29-11(3)33)20(38)19(37)14(7-32)45-27/h9-10,13-15,17-22,26-27,32,37-38H,5-8H2,1-4H3,(H,28,40)(H,29,33)(H,30,34)(H,31,39)(H,35,36)(H,41,42)",CC(O)=NC1C(OC2C3COC(O3)C(N=C(C)O)C2OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(=O)O)OC(CO)C(O)C1O
Inter_0000000096,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)14-8-13(18)12-6-5-11(17)7-15(12)19-14/h1-8,16-17H",O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12
Inter_0000000097,"InChI=1S/C15H12O4/c16-10-3-1-9(2-4-10)14-8-13(18)12-6-5-11(17)7-15(12)19-14/h1-7,14,16-17H,8H2",O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21
Inter_0000000098,"InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5?,7-,8?,9+,10?,11+,14?,15?/m1/s1",N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)C(O)C3O)c2[nH]1
Inter_0000000099,"InChI=1S/C16H26N2O16P2/c1-6-3-18(16(25)17-14(6)24)10-2-7(20)9(31-10)5-30-35(26,27)34-36(28,29)33-15-13(23)12(22)11(21)8(4-19)32-15/h3,7-13,15,19-23H,2,4-5H2,1H3,(H,26,27)(H,28,29)(H,17,24,25)/t7?,8-,9?,10?,11-,12+,13+,15?/m1/s1",Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)O2)c(=O)nc1O
Inter_0000000100,"InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2/t11-,13+,14-,15?,16?/m0/s1",O=C(Cc1c[nH]c2ccccc12)OC1O[C@@H](CO)[C@@H](O)[C@H](O)C1O
Inter_0000000101,"InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3",
Inter_0000000102,"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)/t3-,5-,6-,9-/m1/s1",O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O
Inter_0000000103,"InChI=1S/C10H14N4O12P2/c15-5-3(1-24-28(22,23)26-27(19,20)21)25-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H,22,23)(H2,19,20,21)(H2,12,13,17,18)",O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O
Inter_0000000104,"InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)",N=C(O)CCC(=O)C(=O)O
Inter_0000000105,"InChI=1S/C17H19NO3/c19-12-8-4-2-1-3-5-9-14-13-17(20)15-10-6-7-11-16(15)18(14)21/h3,5-7,10-13,20H,1-2,4,8-9H2",O=CCCCCC=CCc1cc(O)c2ccccc2[n+]1[O-]
Inter_0000000106,"InChI=1S/C8H11NO2/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,10H,5,9H2,1H3",COc1cc(CN)ccc1O
Inter_0000000107,"InChI=1S/C6H4O3/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",O=C1C=CC(=O)C(O)=C1
Inter_0000000108,"InChI=1S/C17H18O6/c1-21-13-5-3-4-6-14(13)23-16(10-18)17(20)11-7-8-12(19)15(9-11)22-2/h3-9,16,18-19H,10H2,1-2H3",COc1cc(C(=O)C(CO)Oc2ccccc2OC)ccc1O
Inter_0000000109,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)",O=C(O)C1CCC(O)=N1
Inter_0000000110,"InChI=1S/C2H4O4S/c3-1-2-7(4,5)6/h1H,2H2,(H,4,5,6)",O=CCS(=O)(=O)O
Inter_0000000111,"InChI=1S/C16H14O6/c1-8(17)14-10(6-11(18)7-13(20)21)5-9-3-2-4-12(19)15(9)16(14)22/h2-4,19H,5-7H2,1H3,(H,20,21)",CC(=O)C1=C(CC(=O)CC(=O)O)Cc2cccc(O)c2C1=O
Inter_0000000112,"InChI=1S/C15H25NO4/c17-11-8-6-4-2-1-3-5-7-9-14(18)16-13-10-12-20-15(13)19/h11,13H,1-10,12H2,(H,16,18)/t13-/m0/s1",O=CCCCCCCCCCC(O)=N[C@H]1CCOC1=O
Inter_0000000113,"InChI=1S/C30H52O26/c31-1-7(37)13(39)23(8(38)2-32)53-28-20(46)16(42)25(10(4-34)50-28)55-30-22(48)18(44)26(12(6-36)52-30)56-29-21(47)17(43)24(11(5-35)51-29)54-27-19(45)15(41)14(40)9(3-33)49-27/h1,7-30,32-48H,2-6H2",O=CC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(O)CO
Inter_0000000114,"InChI=1S/C36H62O31/c37-1-8(44)15(46)27(9(45)2-38)63-33-23(54)18(49)29(11(4-40)59-33)65-35-25(56)20(51)31(13(6-42)61-35)67-36-26(57)21(52)30(14(7-43)62-36)66-34-24(55)19(50)28(12(5-41)60-34)64-32-22(53)17(48)16(47)10(3-39)58-32/h1,8-36,38-57H,2-7H2",O=CC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(O)CO
Inter_0000000115,"InChI=1S/C25H43N8O17P3S/c1-13(26)8-16(35)54-7-6-28-15(34)4-5-29-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-14,18-20,24,36-37H,4-10,26H2,1-3H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)",CC(N)CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
Inter_0000000116,"InChI=1S/C26H45N8O17P3S/c1-26(2,21(38)24(39)29-7-6-16(35)28-8-9-55-17(36)10-34(3,4)5)12-48-54(45,46)51-53(43,44)47-11-15-20(50-52(40,41)42)19(37)25(49-15)33-14-32-18-22(27)30-13-31-23(18)33/h13-15,19-21,25,37-38H,6-12H2,1-5H3,(H7-,27,28,29,30,31,35,39,40,41,42,43,44,45,46)/p+1",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)C[N+](C)(C)C
Inter_0000000117,"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",N=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(O)n1
Inter_0000000118,"InChI=1S/C19H25NO3/c21-14-10-6-4-2-1-3-5-7-11-16-15-19(22)17-12-8-9-13-18(17)20(16)23/h8-9,12-15,22H,1-7,10-11H2",O=CCCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-]
Inter_0000000119,"InChI=1S/C23H39NO4/c25-19-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-22(26)24-21-18-20-28-23(21)27/h1,3,19,21H,2,4-18,20H2,(H,24,26)/b3-1-/t21-/m0/s1",O=CCCCCCCCC/C=C\CCCCCCCC(O)=N[C@H]1CCOC1=O
Inter_0000000120,"InChI=1S/C17H31O9P/c18-15(12-17(20)21)10-8-6-4-2-1-3-5-7-9-11-25-13-16(19)14-26-27(22,23)24/h1-14H2,(H,20,21)(H2,22,23,24)",O=C(O)CC(=O)CCCCCCCCCCCOCC(=O)COP(=O)(O)O
Inter_0000000121,"InChI=1S/C7H13N3O4/c1-3(8)6(12)10-4(7(13)14)2-5(9)11/h3-4H,2,8H2,1H3,(H2,9,11)(H,10,12)(H,13,14)/t3?,4-/m0/s1",CC(N)C(O)=N[C@@H](CC(=N)O)C(=O)O
Inter_0000000122,"InChI=1S/C24H22O14/c25-10-3-1-9(2-4-10)22-23(19(32)17-12(27)5-11(26)6-13(17)36-22)38-24-21(34)20(33)18(31)14(37-24)8-35-16(30)7-15(28)29/h1-6,14,18,20-21,24-27,31,33-34H,7-8H2,(H,28,29)",O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
Inter_0000000123,"InChI=1S/C19H31N6O17P3/c1-19(2,14(29)17(30)21-4-3-10(26)27)6-39-45(36,37)42-44(34,35)38-5-9-13(41-43(31,32)33)12(28)18(40-9)25-8-24-11-15(20)22-7-23-16(11)25/h7-9,12-14,18,28-29H,3-6H2,1-2H3,(H,21,30)(H,26,27)(H,34,35)(H,36,37)(H2,20,22,23)(H2,31,32,33)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(=O)O
Inter_0000000124,"InChI=1S/C26H42N7O20P3S/c1-26(2,20(39)23(40)29-6-5-15(35)28-7-8-57-25(41)13(34)3-4-16(36)37)10-50-56(47,48)53-55(45,46)49-9-14-19(52-54(42,43)44)18(38)24(51-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-14,18-20,24,34,38-39H,3-10H2,1-2H3,(H,28,35)(H,29,40)(H,36,37)(H,45,46)(H,47,48)(H2,27,30,31)(H2,42,43,44)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)C(O)CCC(=O)O
Inter_0000000125,"InChI=1S/C18H29NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)19-16-14-15-22-18(16)21/h4-5,7-8,16H,2-3,6,9-15H2,1H3,(H,19,20)",CCCC=CCC=CCCCCCC(O)=NC1CCOC1=O
Inter_0000000126,"InChI=1S/C18H29NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)19-16-14-15-22-18(16)21/h5-8,16H,2-4,9-15H2,1H3,(H,19,20)",CCCCC=CC=CCCCCCC(O)=NC1CCOC1=O
Inter_0000000127,"InChI=1S/C18H23NO2/c20-13-9-5-3-1-2-4-6-10-15-14-18(21)16-11-7-8-12-17(16)19-15/h7-8,11-14H,1-6,9-10H2,(H,19,21)",O=CCCCCCCCCc1cc(=O)c2ccccc2[nH]1
Inter_0000000128,"InChI=1S/C12H20N2O14P2/c15-3-6(16)4-25-29(21,22)28-30(23,24)26-5-7-9(18)10(19)11(27-7)14-2-1-8(17)13-12(14)20/h1-2,6-7,9-11,15-16,18-19H,3-5H2,(H,21,22)(H,23,24)(H,13,17,20)/t6?,7-,9-,10-,11-/m1/s1",O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OCC(O)CO)[C@@H](O)[C@H]1O
Inter_0000000129,"InChI=1S/C21H38NO9P/c23-18(17-31-32(26,27)28)16-29-14-11-9-7-5-3-1-2-4-6-8-10-12-20(24)22-19-13-15-30-21(19)25/h19H,1-17H2,(H,22,24)(H2,26,27,28)/t19-/m0/s1",O=C(COCCCCCCCCCCCCCC(O)=N[C@H]1CCOC1=O)COP(=O)(O)O
Inter_0000000130,"InChI=1S/C16H24N4O16P2/c1-4-7(21)9(23)11(25)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(22)10(24)14(34-5)20-3-17-6-12(20)18-16(27)19-13(6)26/h3-5,7-11,14-15,21-25H,2H2,1H3,(H,28,29)(H,30,31)(H2,18,19,26,27)",CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(O)nc(O)nc43)C(O)C2O)C(O)C(O)C1O
Inter_0000000131,"InChI=1S/C6H10O6/c7-2-4(9)6(12)3(8)1-5(10)11/h3,6-8,12H,1-2H2,(H,10,11)/t3-,6+/m1/s1",O=C(O)C[C@@H](O)[C@H](O)C(=O)CO
Inter_0000000132,"InChI=1S/C23H18O11/c1-8-14-9(6-11(32-2)15(8)21(29)34-4)5-10-16(17(14)25)20(28)22(30)13(24)7-12(33-3)19(27)23(22,31)18(10)26/h5-7,25,30-31H,1-4H3/t22-,23-/m1/s1",COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)C(=O)[C@]1(O)C3=O
Inter_0000000133,"InChI=1S/C16H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16(18)19/h7-8H,2-6,9-14H2,1H3,(H,18,19)/b8-7-",CCCCCC/C=C\CCCCCC(=O)CC(=O)O
Inter_0000000134,"InChI=1S/C20H38NO9P/c21-18(14-22)19(24)12-10-8-6-4-2-1-3-5-7-9-11-13-20(25)29-15-17(23)16-30-31(26,27)28/h18,22H,1-16,21H2,(H2,26,27,28)",NC(CO)C(=O)CCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
Inter_0000000135,"InChI=1S/C26H44N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h12-15,19-21,25,36-37H,5-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)",CC(C)CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
Inter_0000000136,"InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
Inter_0000000137,"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)",CCCCCCCCCCCC(=O)CC(=O)O
Inter_0000000138,"InChI=1S/C5H12O11P2/c6-3-2(15-5(8)4(3)7)1-14-18(12,13)16-17(9,10)11/h2-8H,1H2,(H,12,13)(H2,9,10,11)",O=P(O)(O)OP(=O)(O)OCC1OC(O)C(O)C1O
Inter_0000000139,"InChI=1S/C32H45N7O17P2S/c1-32(2,27(45)30(46)35-8-7-21(40)34-9-10-59-22(41)6-5-17-11-18(51-3)24(42)19(12-17)52-4)14-54-58(49,50)56-57(47,48)53-13-20-25(43)26(44)31(55-20)39-16-38-23-28(33)36-15-37-29(23)39/h5-6,11-12,15-16,20,25-27,31,42-45H,7-10,13-14H2,1-4H3,(H,34,40)(H,35,46)(H,47,48)(H,49,50)(H2,33,36,37)/b6-5+/t20-,25-,26-,27+,31-/m1/s1",COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc(OC)c1O
Inter_0000000140,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)",O=CC(OP(=O)(O)O)C(O)C(O)C(O)COP(=O)(O)O
Inter_0000000141,"InChI=1S/C9H16N3O12P3/c10-7-3-4-12(9(13)11-7)8-2-1-6(22-8)5-21-26(17,18)24-27(19,20)23-25(14,15)16/h3-4,6,8H,1-2,5H2,(H,17,18)(H,19,20)(H2,10,11,13)(H2,14,15,16)",N=c1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1
Inter_0000000142,"InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)",N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1
Inter_0000000143,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)",CC(C=O)C(=O)O
Inter_0000000144,"InChI=1S/C16H17N3O7/c20-6-12(23)13(24)11(22)5-19-10-4-8(21)2-1-7(10)3-9-14(19)17-16(26)18-15(9)25/h1-4,11-13,20,22-24H,5-6H2,(H2,17,18,25,26)",O=c1ccc2cc3c(O)nc(O)nc3n(CC(O)C(O)C(O)CO)c-2c1
Inter_0000000145,"InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",N=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(O)n1
Inter_0000000146,"InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)",CC1N=C(O)NC1CCCCCC(=O)O
Inter_0000000147,"InChI=1S/C9H19NO2S2/c10-7-14-6-5-8(13)3-1-2-4-9(11)12/h8,13H,1-7,10H2,(H,11,12)",NCSCCC(S)CCCCC(=O)O
Inter_0000000148,"InChI=1S/C5H9NO5/c6-2(4(8)9)1-3(7)5(10)11/h2-3,7H,1,6H2,(H,8,9)(H,10,11)",NC(CC(O)C(=O)O)C(=O)O
Inter_0000000149,"InChI=1S/C10H13NO5/c11-7(8(13)14)5-10(9(15)16)3-1-6(12)2-4-10/h1-4,6-7,12H,5,11H2,(H,13,14)(H,15,16)",NC(CC1(C(=O)O)C=CC(O)C=C1)C(=O)O
Inter_0000000150,"InChI=1S/C7H16N4O2/c1-4(5(8)6(12)13)2-3-11-7(9)10/h4-5H,2-3,8H2,1H3,(H,12,13)(H4,9,10,11)",CC(CCNC(=N)N)C(N)C(=O)O
Inter_0000000151,"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)",Nc1c(O)cccc1C(=O)CC(N)C(=O)O
Inter_0000000152,"InChI=1S/C12H22O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h2-10H2,1H3,(H,14,15)",CCCCCCCCCC(=O)CC(=O)O
Inter_0000000153,"InChI=1S/C26H42N7O20P3S/c1-25(2,19(37)22(38)29-5-4-14(34)28-6-7-57-15(35)8-26(3,41)24(39)40)10-50-56(47,48)53-55(45,46)49-9-13-18(52-54(42,43)44)17(36)23(51-13)33-12-32-16-20(27)30-11-31-21(16)33/h11-13,17-19,23,36-37,41H,4-10H2,1-3H3,(H,28,34)(H,29,38)(H,39,40)(H,45,46)(H,47,48)(H2,27,30,31)(H2,42,43,44)",CC(O)(CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(=O)O
Inter_0000000154,"InChI=1S/C28H41N8O17P3S/c1-28(2,22(39)25(40)32-8-7-18(37)31-9-10-57-27(41)15-5-3-4-6-16(15)29)12-50-56(47,48)53-55(45,46)49-11-17-21(52-54(42,43)44)20(38)26(51-17)36-14-35-19-23(30)33-13-34-24(19)36/h3-6,13-14,17,20-22,26,38-39H,7-12,29H2,1-2H3,(H,31,37)(H,32,40)(H,45,46)(H,47,48)(H2,30,33,34)(H2,42,43,44)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)c1ccccc1N
